gene,old_mean_log1p_CP10K,new_mean_log1p_CP10K,delta_new_minus_old,old_total,new_total,abs_delta
TAP1,0.050859954,0.0,-0.050859954,80.0,0.0,0.050859954
PRKDC,0.42929226,0.48015028,0.05085802,775.0,1203.0,0.05085802
CDC42EP4,0.25007552,0.30091175,0.050836235,447.0,978.0,0.050836235
CXXC5,0.371229,0.42206386,0.050834864,684.0,1149.0,0.050834864
SRP68,0.2680145,0.3188451,0.050830603,455.0,943.0,0.050830603
GSTK1,0.9689821,1.0194286,0.05044651,2228.0,4107.0,0.05044651
NUFIP1,0.18338495,0.13295327,-0.050431684,309.0,396.0,0.050431684
BCKDK,0.24087486,0.2911761,0.050301254,401.0,832.0,0.050301254
ALDH6A1,0.24080896,0.29109108,0.05028212,410.0,697.0,0.05028212
LY75,0.051064823,0.00080206245,-0.05026276,86.0,2.0,0.05026276
KMT2E-AS1,0.073108934,0.123368464,0.05025953,114.0,329.0,0.05025953
SMG1,0.21456796,0.16437854,-0.05018942,379.0,421.0,0.05018942
NUDT2,0.2574941,0.30765906,0.050164968,443.0,874.0,0.050164968
CDK2AP2,0.31292814,0.3630028,0.050074667,599.0,1433.0,0.050074667
NUS1,0.13358732,0.08360518,-0.049982138,214.0,205.0,0.049982138
FKBP11,0.82798976,0.87796134,0.04997158,1941.0,3814.0,0.04997158
PWP1,0.32919288,0.37904742,0.049854547,575.0,1091.0,0.049854547
SPARC,0.22247848,0.27229208,0.0498136,376.0,723.0,0.0498136
FAM118A,0.17656326,0.12677757,-0.04978569,307.0,326.0,0.04978569
MTA3,0.16509251,0.11543913,-0.04965338,281.0,238.0,0.04965338
ATG10,0.13943303,0.18904176,0.049608737,221.0,1860.0,0.049608737
PDCD10,0.31834286,0.36793935,0.04959649,558.0,1148.0,0.04959649
SHMT2,0.39709684,0.4466634,0.049566567,741.0,1222.0,0.049566567
SLC13A2,0.23493652,0.28447077,0.049534246,430.0,1098.0,0.049534246
PTCH2,0.06739758,0.017893055,-0.049504526,124.0,44.0,0.049504526
ZCCHC17,0.33107167,0.38052633,0.04945466,596.0,1192.0,0.04945466
STRADA,0.050910197,0.0015276911,-0.049382508,81.0,2.0,0.049382508
ZNF24,0.29374292,0.3430964,0.04935348,493.0,982.0,0.04935348
GEMIN6,0.2626423,0.31197622,0.04933393,442.0,890.0,0.04933393
HOOK3,0.08747832,0.038232215,-0.049246103,144.0,99.0,0.049246103
C19orf33,1.0433908,1.0926217,0.049230933,3048.0,5805.0,0.049230933
SRPK1,0.53280383,0.58192444,0.049120605,1028.0,1940.0,0.049120605
ACTB,2.995029,3.0441313,0.049102306,24884.0,38878.0,0.049102306
HIKESHI,0.47575727,0.52471745,0.04896018,899.0,1650.0,0.04896018
SMIM22,0.5669372,0.61585766,0.048920453,1252.0,2704.0,0.048920453
PCNP,0.6658035,0.7146731,0.04886961,1290.0,2231.0,0.04886961
LRRC23,0.06654447,0.017833246,-0.048711225,114.0,60.0,0.048711225
MFF,0.4653019,0.5139456,0.04864368,855.0,1520.0,0.04864368
KMT2E,0.58926535,0.6379059,0.04864055,1151.0,1971.0,0.04864055
RUNX1,0.0644301,0.015816195,-0.048613906,113.0,42.0,0.048613906
RABGGTB,0.40040636,0.44894245,0.048536092,732.0,1354.0,0.048536092
ABCC3,0.2229576,0.17450643,-0.04845117,387.0,513.0,0.04845117
HERPUD1,0.6403987,0.68883073,0.048432052,1878.0,4441.0,0.048432052
ZRANB2,0.4715521,0.51996124,0.048409134,828.0,1646.0,0.048409134
FAH,0.21632792,0.2646875,0.048359588,358.0,800.0,0.048359588
TRPM7,0.09811582,0.04981571,-0.048300106,149.0,129.0,0.048300106
FAM219B,0.10696988,0.05882091,-0.048148967,174.0,152.0,0.048148967
DERA,0.28410235,0.3322227,0.04812035,485.0,895.0,0.04812035
SCAMP2,0.30296025,0.35106608,0.048105836,532.0,1050.0,0.048105836
UFL1,0.30539742,0.35348728,0.048089862,514.0,960.0,0.048089862
MFAP1,0.27855965,0.32664016,0.048080504,472.0,971.0,0.048080504
MEP1A,0.35949048,0.4075066,0.0480161,658.0,1296.0,0.0480161
PARP16,0.05784117,0.00990958,-0.04793159,100.0,26.0,0.04793159
C1orf74,0.05108879,0.0032461614,-0.04784263,82.0,6.0,0.04784263
UBE2S,0.09180098,0.044258542,-0.047542438,157.0,104.0,0.047542438
SERTAD1,0.16768217,0.21518514,0.047502965,317.0,888.0,0.047502965
MYL12A,1.1892936,1.2366625,0.047368884,3135.0,5599.0,0.047368884
NRAV,0.0477796,0.0004543303,-0.047325272,77.0,1.0,0.047325272
CARHSP1,0.6069769,0.65427154,0.047294617,1203.0,2137.0,0.047294617
CTCF,0.16919638,0.12201047,-0.047185913,278.0,302.0,0.047185913
MYSM1,0.09567667,0.048517436,-0.047159232,148.0,112.0,0.047159232
LINC01515,0.054446194,0.0073066163,-0.047139578,91.0,19.0,0.047139578
TRIM44,0.27640778,0.3235338,0.047126025,472.0,905.0,0.047126025
CCDC183,0.055625603,0.008630108,-0.046995495,94.0,24.0,0.046995495
GDF15,0.39505914,0.44200948,0.04695034,982.0,2249.0,0.04695034
ZNF799,0.046858583,0.0,-0.046858583,73.0,0.0,0.046858583
PHF1,0.046858095,0.0,-0.046858095,74.0,0.0,0.046858095
CAPN1,0.36002606,0.40687856,0.0468525,681.0,1439.0,0.0468525
VTA1,0.24425691,0.2910799,0.046822995,417.0,802.0,0.046822995
RPS6KB2,0.23057711,0.27726468,0.046687573,406.0,756.0,0.046687573
AP1S2,0.07837129,0.03177461,-0.046596676,132.0,65.0,0.046596676
LYRM1,0.26268396,0.30911317,0.046429217,449.0,865.0,0.046429217
SPSB3,0.21763368,0.26395518,0.046321496,351.0,731.0,0.046321496
C7,0.05826276,0.012028213,-0.046234548,87.0,28.0,0.046234548
SULT1C4,0.09676784,0.14296287,0.04619503,149.0,253.0,0.04619503
CDCA5,0.051325403,0.005136743,-0.04618866,96.0,4.0,0.04618866
TMEM242,0.2597969,0.3058298,0.046032906,449.0,864.0,0.046032906
GINS2,0.24379371,0.28977177,0.045978054,483.0,1020.0,0.045978054
DDX50,0.27240562,0.31829277,0.045887142,467.0,882.0,0.045887142
CDCA4,0.14624675,0.100403376,-0.04584337,265.0,311.0,0.04584337
SELENOP,1.0593783,1.1051668,0.045788527,2976.0,5515.0,0.045788527
HMGB3,0.45374423,0.4995163,0.045772076,832.0,1363.0,0.045772076
TPM1,0.6813709,0.6357124,-0.04565853,1400.0,2047.0,0.04565853
BRMS1,0.19618157,0.24183683,0.045655265,336.0,783.0,0.045655265
MTF2,0.39132386,0.34568363,-0.04564023,679.0,981.0,0.04564023
ACOT11,0.12943438,0.08383575,-0.045598626,210.0,244.0,0.045598626
RAB10,0.44070292,0.48628673,0.045583814,793.0,1458.0,0.045583814
EPS8,0.2250582,0.17948866,-0.04556954,394.0,611.0,0.04556954
TMCO1,0.75439954,0.7088549,-0.045544624,1590.0,2266.0,0.045544624
COMMD8,0.2555199,0.30104452,0.045524627,441.0,883.0,0.045524627
POLR2D,0.16836554,0.12286712,-0.045498416,286.0,320.0,0.045498416
VEZT,0.2318986,0.18642604,-0.045472562,407.0,559.0,0.045472562
GIGYF2,0.22406703,0.17860411,-0.04546292,379.0,534.0,0.04546292
VIM-AS1,0.0077983118,0.053210218,0.045411907,12.0,59.0,0.045411907
SGK3,0.079605244,0.034472574,-0.04513267,130.0,94.0,0.04513267
RPL5,4.066277,4.0211844,-0.045092583,65270.0,88863.0,0.045092583
BNIP3,0.48368663,0.5287669,0.045080245,967.0,1568.0,0.045080245
SBNO1,0.295468,0.34050778,0.045039773,519.0,922.0,0.045039773
MICU1,0.2313597,0.27636662,0.045006916,374.0,826.0,0.045006916
C9orf78,0.31671736,0.3617217,0.045004338,546.0,1128.0,0.045004338
VPS26C,0.14740859,0.10243799,-0.0449706,244.0,279.0,0.0449706
MON1B,0.07270637,0.027760463,-0.04494591,116.0,65.0,0.04494591
DCTD,0.4020296,0.446949,0.0449194,736.0,1231.0,0.0449194
AIG1,0.65284836,0.60803556,-0.0448128,1320.0,2016.0,0.0448128
APMAP,0.29716885,0.3418817,0.04471284,532.0,1103.0,0.04471284
WAPL,0.28314126,0.32784104,0.044699788,484.0,928.0,0.044699788
FRA10AC1,0.22938898,0.2740214,0.044632405,379.0,731.0,0.044632405
ENOSF1,0.2997241,0.25519362,-0.04453048,527.0,714.0,0.04453048
RFX7,0.051559687,0.0070417468,-0.04451794,89.0,8.0,0.04451794
CDC73,0.17236115,0.21686861,0.04450746,282.0,582.0,0.04450746
RBM10,0.21264417,0.25712547,0.044481292,344.0,658.0,0.044481292
SMARCA5,0.31727615,0.36167625,0.044400096,580.0,1028.0,0.044400096
EBAG9,0.26176298,0.30608204,0.044319063,432.0,811.0,0.044319063
GATM,0.5430544,0.58734715,0.044292748,1147.0,1796.0,0.044292748
ANK2,0.065586776,0.021334406,-0.04425237,104.0,30.0,0.04425237
ZNF623,0.044220544,0.0,-0.044220544,71.0,0.0,0.044220544
RCAN1,0.045421723,0.0012053204,-0.044216402,73.0,3.0,0.044216402
CLBA1,0.04729989,0.003161472,-0.04413842,71.0,10.0,0.04413842
CCZ1,0.12911999,0.0850194,-0.04410059,205.0,187.0,0.04410059
SMC2,0.19859317,0.24257043,0.04397726,349.0,711.0,0.04397726
PPP1R3E,0.05206206,0.008121972,-0.04394009,84.0,18.0,0.04394009
SLC12A2,1.021322,1.0652486,0.043926597,2667.0,4501.0,0.043926597
TCF3,0.13778888,0.09387019,-0.043918684,219.0,214.0,0.043918684
RBAK,0.04390092,0.0,-0.04390092,71.0,0.0,0.04390092
CHMP5,0.48670495,0.5305921,0.04388714,899.0,1526.0,0.04388714
STXBP2,0.34697577,0.3031253,-0.04385048,607.0,867.0,0.04385048
IPO5,0.38577142,0.42961973,0.043848306,699.0,1096.0,0.043848306
EP300,0.13278207,0.0889573,-0.04382477,207.0,218.0,0.04382477
COIL,0.25279945,0.29661444,0.043814987,427.0,866.0,0.043814987
RASA4,0.04378849,0.0,-0.04378849,63.0,0.0,0.04378849
SLC39A5,0.95395947,0.9977416,0.043782115,2160.0,3781.0,0.043782115
DNALI1,0.2008641,0.2446296,0.0437655,329.0,593.0,0.0437655
TXNL4A,0.39077404,0.43451273,0.043738693,729.0,1158.0,0.043738693
SLC2A4RG,0.17984107,0.22344172,0.04360065,305.0,632.0,0.04360065
HELLS,0.23669097,0.19310842,-0.043582544,441.0,553.0,0.043582544
RNASEK,0.066835016,0.023253169,-0.043581847,110.0,67.0,0.043581847
PIN1,0.40204227,0.35848075,-0.04356152,742.0,1059.0,0.04356152
MAOA,0.3833328,0.42680052,0.04346773,690.0,1319.0,0.04346773
ATG4B,0.20682533,0.25027823,0.043452904,343.0,750.0,0.043452904
USP1,0.2917699,0.33514556,0.04337567,543.0,1122.0,0.04337567
CREM,0.13148479,0.08812328,-0.043361515,214.0,238.0,0.043361515
FTSJ3,0.16253725,0.20582543,0.043288186,263.0,534.0,0.043288186
LIMD2,0.04415514,0.00094604684,-0.04320909,66.0,2.0,0.04320909
SNX24,0.050515376,0.007380868,-0.043134507,85.0,18.0,0.043134507
NKTR,0.5160431,0.47296673,-0.043076396,934.0,1538.0,0.043076396
UGT8,0.34220833,0.38528135,0.04307303,590.0,956.0,0.04307303
NOC2L,0.3728591,0.32982075,-0.04303834,675.0,972.0,0.04303834
EPS8L2,0.34761214,0.39053857,0.04292643,603.0,1061.0,0.04292643
CEBPD,0.31433657,0.35724002,0.042903453,601.0,637.0,0.042903453
ZNF420,0.08170128,0.03894927,-0.04275201,122.0,78.0,0.04275201
SLC38A2,0.26004615,0.21734025,-0.04270591,490.0,791.0,0.04270591
DERL2,0.2704018,0.31309092,0.042689115,466.0,1008.0,0.042689115
CYP27A1,0.21080506,0.25347164,0.042666584,360.0,845.0,0.042666584
ALKBH2,0.23008685,0.27272922,0.04264237,378.0,741.0,0.04264237
KRCC1,0.33814856,0.38070863,0.04256007,589.0,1049.0,0.04256007
GRSF1,0.35027722,0.39274135,0.042464137,617.0,884.0,0.042464137
TRIM15,0.0464923,0.004105816,-0.042386483,74.0,5.0,0.042386483
DCAF8,0.13375354,0.09136805,-0.04238549,215.0,216.0,0.04238549
RNF126,0.28140572,0.32376778,0.042362064,506.0,964.0,0.042362064
PCBP1,0.8538424,0.89611435,0.04227197,1949.0,2430.0,0.04227197
ST20,0.109403044,0.067371905,-0.04203114,174.0,174.0,0.04203114
CIPC,0.0431962,0.0011827374,-0.042013463,77.0,5.0,0.042013463
RACGAP1,0.04437356,0.002364919,-0.042008642,67.0,6.0,0.042008642
CDK11A,0.07713518,0.03517456,-0.041960623,129.0,100.0,0.041960623
MXD1,0.09154322,0.049594283,-0.041948937,160.0,152.0,0.041948937
LRP11,0.04187809,0.0,-0.04187809,69.0,0.0,0.04187809
GPR35,0.14572063,0.18758446,0.04186383,250.0,628.0,0.04186383
EMID1,0.20394233,0.24572572,0.041783392,332.0,561.0,0.041783392
GOPC,0.34374806,0.30198994,-0.04175812,593.0,879.0,0.04175812
NT5C3B,0.23087676,0.27263138,0.04175462,387.0,716.0,0.04175462
POMC,0.17640615,0.21814658,0.041740432,292.0,560.0,0.041740432
HMBS,0.2247898,0.2664913,0.041701496,387.0,731.0,0.041701496
ACTR10,0.33264577,0.37428325,0.04163748,577.0,1051.0,0.04163748
SYNJ2,0.104227945,0.06261073,-0.041617215,181.0,190.0,0.041617215
FXYD6,0.04492969,0.0034863143,-0.041443378,69.0,11.0,0.041443378
NKIRAS2,0.23539175,0.27683455,0.041442797,408.0,801.0,0.041442797
CCNB2,0.11001943,0.068588786,-0.041430645,199.0,179.0,0.041430645
TMEM106C,0.62995255,0.6713767,0.041424155,1336.0,2304.0,0.041424155
CPM,0.04415121,0.0028267638,-0.041324444,72.0,6.0,0.041324444
MAGED1,0.4059218,0.44724318,0.041321397,726.0,1262.0,0.041321397
TULP3,0.087541595,0.046231717,-0.04130988,136.0,126.0,0.04130988
DOCK7,0.11467142,0.07340451,-0.041266903,181.0,132.0,0.041266903
YY1,0.46179295,0.50304514,0.041252196,897.0,1441.0,0.041252196
SCLY,0.048563085,0.007345511,-0.041217573,78.0,21.0,0.041217573
MITD1,0.28629348,0.24512693,-0.041166544,487.0,694.0,0.041166544
CDR2,0.043250024,0.0021668938,-0.04108313,69.0,8.0,0.04108313
RXYLT1,0.23429856,0.27537644,0.041077882,395.0,851.0,0.041077882
C1QTNF3,0.041019917,0.0,-0.041019917,65.0,0.0,0.041019917
GAS2,0.0886351,0.12960169,0.040966585,132.0,221.0,0.040966585
C5orf24,0.2621425,0.22119953,-0.04094298,469.0,623.0,0.04094298
TNFRSF12A,0.2992147,0.34007156,0.040856868,617.0,1713.0,0.040856868
VMA21,0.20595603,0.24675718,0.040801153,351.0,717.0,0.040801153
LCN12,0.17720549,0.13641195,-0.040793538,282.0,376.0,0.040793538
GATD1,0.13085729,0.090102814,-0.040754475,213.0,293.0,0.040754475
LBX2,0.19099998,0.23170714,0.040707156,325.0,627.0,0.040707156
RPS4Y1,2.3572383,2.3165612,-0.04067707,15405.0,20530.0,0.04067707
HMGXB4,0.21500733,0.2556569,0.040649563,368.0,776.0,0.040649563
PHLDA1,0.37291932,0.41344523,0.040525913,722.0,957.0,0.040525913
PPP4R2,0.45332393,0.49382803,0.040504098,842.0,1500.0,0.040504098
FANCG,0.0619536,0.021481747,-0.04047185,98.0,53.0,0.04047185
SERINC1,0.30219233,0.34264725,0.040454924,521.0,975.0,0.040454924
PDCD2,0.30679497,0.26638535,-0.040409625,548.0,488.0,0.040409625
TAGLN,0.14807375,0.18847753,0.040403783,233.0,445.0,0.040403783
MAP1LC3B,0.4280237,0.46841574,0.04039204,894.0,1854.0,0.04039204
MPV17L,0.040362533,0.0,-0.040362533,65.0,0.0,0.040362533
RIC8A,0.19950257,0.23984234,0.040339768,324.0,675.0,0.040339768
STX4,0.17481925,0.1344962,-0.04032305,286.0,376.0,0.04032305
RPL9,4.0895395,4.129855,0.040315628,66846.0,101437.0,0.040315628
TTLL5,0.04996584,0.0096848775,-0.04028096,77.0,32.0,0.04028096
PTPN4,0.10337103,0.06316731,-0.04020372,169.0,149.0,0.04020372
CHCHD7,0.40304217,0.4432081,0.04016593,726.0,1425.0,0.04016593
FNTA,0.63637453,0.6764527,0.040078163,1223.0,2205.0,0.040078163
CDKN1B,0.5927913,0.63281775,0.040026426,1219.0,2104.0,0.040026426
YPEL5,0.28840882,0.3284349,0.0400261,490.0,1051.0,0.0400261
SNRPA1,0.4130103,0.45301327,0.040002972,771.0,1498.0,0.040002972
TRIM52,0.06374549,0.023818096,-0.039927393,91.0,35.0,0.039927393
UNK,0.08805416,0.04813387,-0.03992029,144.0,89.0,0.03992029
DTL,0.0459266,0.0060258205,-0.03990078,86.0,22.0,0.03990078
TPM1-AS,0.0,0.039886475,0.039886475,0.0,26.0,0.039886475
ATXN3,0.113762274,0.07388353,-0.03987874,184.0,188.0,0.03987874
CCAR1,0.50269455,0.54239136,0.039696813,948.0,1675.0,0.039696813
SCML4,0.14317892,0.18286274,0.03968382,233.0,440.0,0.03968382
CDT1,0.22463615,0.26430804,0.039671883,444.0,546.0,0.039671883
POLR3GL,0.22307388,0.2627386,0.0396647,381.0,712.0,0.0396647
PPP1R14A,0.2013433,0.24100265,0.03965935,362.0,489.0,0.03965935
GEMIN8,0.08102807,0.120682865,0.0396548,134.0,354.0,0.0396548
ECI1,0.23981963,0.27946368,0.039644048,402.0,493.0,0.039644048
ZNF568,0.05567139,0.01606182,-0.03960957,86.0,32.0,0.03960957
STARD4-AS1,0.04295353,0.0033867697,-0.03956676,64.0,1.0,0.03956676
EIF3A,0.8711482,0.91071117,0.03956294,1980.0,3657.0,0.03956294
WWC1,0.042255774,0.0027281146,-0.03952766,69.0,8.0,0.03952766
DNMT1,0.24338804,0.28289068,0.039502636,463.0,914.0,0.039502636
SMIM1,0.13864672,0.17808947,0.039442748,220.0,500.0,0.039442748
NAA80,0.03944254,0.0,-0.03944254,65.0,0.0,0.03944254
BLOC1S2,0.27083483,0.31022432,0.03938949,444.0,862.0,0.03938949
SPOPL,0.0486624,0.009313598,-0.039348803,81.0,26.0,0.039348803
TMEM109,0.1935315,0.23282047,0.039288968,337.0,813.0,0.039288968
C5orf63,0.090715535,0.051695954,-0.03901958,140.0,115.0,0.03901958
GMDS-DT,0.050834082,0.011877863,-0.038956217,89.0,38.0,0.038956217
MOB3C,0.038924374,0.0,-0.038924374,55.0,0.0,0.038924374
DONSON,0.04613225,0.007221515,-0.038910735,81.0,9.0,0.038910735
POLR3K,0.20347008,0.24226408,0.038793996,371.0,811.0,0.038793996
KLHDC4,0.096360065,0.057604715,-0.03875535,155.0,179.0,0.03875535
B3GNT3,0.17225607,0.21097907,0.038723007,316.0,861.0,0.038723007
ARHGEF9,0.1378784,0.09917456,-0.038703844,224.0,268.0,0.038703844
PKP3,0.29430288,0.33296743,0.03866455,504.0,619.0,0.03866455
UBE2L6,0.1647547,0.20336221,0.038607508,267.0,680.0,0.038607508
STXBP1,0.045964222,0.0073579717,-0.03860625,72.0,18.0,0.03860625
CSRP1,0.25546506,0.29401025,0.03854519,442.0,948.0,0.03854519
CCDC90B,0.42176974,0.4603,0.03853026,767.0,1339.0,0.03853026
GIT2,0.06553771,0.0270643,-0.038473412,103.0,68.0,0.038473412
GSTA2,0.21032996,0.24874917,0.038419202,412.0,736.0,0.038419202
NT5C2,0.0994929,0.13789633,0.03840343,165.0,398.0,0.03840343
AP4S1,0.053574402,0.015182465,-0.038391937,84.0,31.0,0.038391937
GLYCTK,0.27092528,0.30926555,0.03834027,475.0,892.0,0.03834027
TBL2,0.1980597,0.23637119,0.038311496,338.0,667.0,0.038311496
AKR7A2,0.44493487,0.4831856,0.038250715,874.0,1026.0,0.038250715
ZNF662,0.055554617,0.01734028,-0.038214337,89.0,51.0,0.038214337
TUBA4A,0.20584938,0.2440413,0.038191915,397.0,1197.0,0.038191915
LRRC75A,0.33769557,0.37586582,0.03817025,673.0,1120.0,0.03817025
LSS,0.0381468,0.0,-0.0381468,65.0,0.0,0.0381468
FGF9,0.19827136,0.23640908,0.03813772,312.0,628.0,0.03813772
PLAUR,0.041679725,0.0035536985,-0.038126025,67.0,14.0,0.038126025
UBXN1,0.7952656,0.75716585,-0.038099766,1649.0,2579.0,0.038099766
TTC38,0.22725838,0.26534435,0.038085967,380.0,796.0,0.038085967
MORN2,0.15349302,0.11542666,-0.038066357,260.0,354.0,0.038066357
SERPINH1,0.6377254,0.5997057,-0.038019717,1321.0,1840.0,0.038019717
RRAGA,0.27705634,0.31507188,0.038015544,482.0,972.0,0.038015544
ETV4,0.30497023,0.34283313,0.037862897,570.0,1145.0,0.037862897
GIPC1,0.16873805,0.20657502,0.03783697,277.0,629.0,0.03783697
C10orf95,0.03703287,0.07483427,0.037801404,57.0,169.0,0.037801404
ZFAND1,0.42517135,0.4629632,0.03779185,782.0,1359.0,0.03779185
SERPINB1,0.51919746,0.55698425,0.03778678,1022.0,1878.0,0.03778678
IDI1,0.26820722,0.30599225,0.037785023,490.0,1046.0,0.037785023
PFKP,0.049687065,0.011936643,-0.037750423,88.0,47.0,0.037750423
SPG21,0.35903224,0.39674127,0.037709028,633.0,890.0,0.037709028
TCHP,0.12781547,0.09015399,-0.037661478,201.0,261.0,0.037661478
COG8,0.059710745,0.022151804,-0.037558943,97.0,71.0,0.037558943
VPS72,0.29604602,0.3336023,0.03755629,484.0,824.0,0.03755629
PDGFA,0.22300579,0.26050383,0.037498042,382.0,669.0,0.037498042
LLPH,0.34078017,0.37822336,0.03744319,598.0,1155.0,0.03744319
GCC2,0.6895619,0.72693914,0.03737724,1389.0,2352.0,0.03737724
IMPA2,0.24664353,0.28399134,0.03734781,447.0,854.0,0.03734781
NR2C2,0.051707037,0.014363328,-0.03734371,88.0,18.0,0.03734371
PRICKLE3,0.01564424,0.052874763,0.03723052,29.0,133.0,0.03723052
PRKAB1,0.23050624,0.26769203,0.03718579,402.0,749.0,0.03718579
MRFAP1L1,0.20902607,0.24619888,0.03717281,349.0,642.0,0.03717281
FLVCR1-DT,0.056036945,0.018878998,-0.037157945,92.0,45.0,0.037157945
P2RY6,0.04700197,0.08415923,0.037157264,76.0,209.0,0.037157264
RAP1A,0.34117654,0.3782888,0.037112266,597.0,1118.0,0.037112266
PNMA3,0.19997625,0.23708054,0.037104294,336.0,557.0,0.037104294
DEFB1,0.042068135,0.0049681244,-0.03710001,71.0,19.0,0.03710001
UXT-AS1,0.0015451716,0.03861631,0.03707114,2.0,29.0,0.03707114
CRLF3,0.04386045,0.0067942343,-0.037066218,66.0,16.0,0.037066218
TET1,0.10626975,0.14331053,0.037040785,161.0,332.0,0.037040785
PHETA2,0.037203994,0.00019226242,-0.03701173,60.0,1.0,0.03701173
SBDS,0.7214367,0.75844663,0.037009954,1520.0,2887.0,0.037009954
CITED2,0.27973405,0.3167154,0.036981344,518.0,557.0,0.036981344
PPIF,0.3833941,0.4203509,0.036956817,708.0,976.0,0.036956817
POR,0.18288606,0.21981582,0.036929756,308.0,663.0,0.036929756
C12orf57,0.6774622,0.7141827,0.036720455,1478.0,2728.0,0.036720455
CD8B,0.041178707,0.0044886125,-0.036690094,69.0,18.0,0.036690094
C2,0.036621224,0.0,-0.036621224,62.0,0.0,0.036621224
LSR,0.51625764,0.5528532,0.036595583,977.0,1572.0,0.036595583
VIM,0.20651755,0.2430927,0.036575153,358.0,715.0,0.036575153
LGALS1,0.21311823,0.24963136,0.036513135,388.0,960.0,0.036513135
TRIM24,0.24662341,0.28312644,0.03650303,424.0,689.0,0.03650303
TAF1A,0.07248622,0.03599006,-0.036496162,109.0,88.0,0.036496162
KMT5B,0.17061758,0.13413864,-0.036478937,286.0,295.0,0.036478937
MRPS24,0.048707515,0.012270223,-0.03643729,92.0,40.0,0.03643729
FBXL2,0.039050374,0.0026537331,-0.03639664,65.0,11.0,0.03639664
CEP350,0.16537522,0.20176262,0.0363874,265.0,493.0,0.0363874
GADD45A,0.41219968,0.44844237,0.036242694,869.0,1870.0,0.036242694
GLCE,0.09056142,0.054354746,-0.036206674,149.0,133.0,0.036206674
GNG12,0.25276226,0.2889652,0.036202937,442.0,816.0,0.036202937
ANXA3,0.30892166,0.3450928,0.03617114,565.0,1031.0,0.03617114
SBF2,0.094469234,0.058316443,-0.03615279,155.0,121.0,0.03615279
IL11RA,0.03724229,0.0010967444,-0.036145546,56.0,3.0,0.036145546
TLE4,0.25247306,0.2164435,-0.036029562,411.0,646.0,0.036029562
SLC2A1,0.3179981,0.35398337,0.03598526,616.0,1359.0,0.03598526
FANCF,0.22704592,0.2629407,0.03589478,373.0,687.0,0.03589478
FOSB,0.3201,0.28425533,-0.035844684,749.0,1295.0,0.035844684
CENPV,0.55745727,0.59329534,0.035838068,1243.0,1185.0,0.035838068
TCEAL8,0.71738994,0.7532114,0.035821438,1497.0,2554.0,0.035821438
POLR3D,0.19283585,0.22861454,0.035778686,318.0,620.0,0.035778686
USP11,0.22139291,0.25708225,0.03568934,347.0,637.0,0.03568934
CYP2S1,0.20964493,0.24533144,0.035686508,397.0,880.0,0.035686508
SH2B1,0.18970193,0.22537275,0.035670817,315.0,613.0,0.035670817
CARMIL1,0.2134369,0.17778918,-0.03564772,348.0,431.0,0.03564772
FBP1,0.26349404,0.2991326,0.03563854,456.0,1058.0,0.03563854
CD2AP,0.2053137,0.24079813,0.035484433,352.0,703.0,0.035484433
TM4SF4,0.44144723,0.47690025,0.03545302,1045.0,2375.0,0.03545302
DHX9,0.34149203,0.37693968,0.035447657,587.0,1005.0,0.035447657
DDHD2,0.046114128,0.010748451,-0.03536568,76.0,35.0,0.03536568
SMARCA5-AS1,0.001992882,0.037095755,0.035102874,2.0,22.0,0.035102874
DMWD,0.0368565,0.0017643569,-0.03509214,62.0,5.0,0.03509214
ACAT2,0.15927786,0.19436996,0.0350921,280.0,583.0,0.0350921
MROH8,0.036608435,0.0015330195,-0.035075415,69.0,1.0,0.035075415
MIR22HG,0.03500087,0.0,-0.03500087,58.0,0.0,0.03500087
CWC27,0.34059095,0.30559933,-0.034991622,608.0,787.0,0.034991622
SARM1,0.09413238,0.059167325,-0.034965053,151.0,174.0,0.034965053
DMAC2,0.42821243,0.46317396,0.03496152,790.0,1395.0,0.03496152
CPXM2,0.040878125,0.0059250044,-0.03495312,71.0,9.0,0.03495312
SF3B4,0.3028618,0.33780518,0.034943372,528.0,1013.0,0.034943372
EI24,0.5162839,0.5512242,0.034940243,994.0,1658.0,0.034940243
FUNDC1,0.24121152,0.27612662,0.034915105,385.0,693.0,0.034915105
CREB3,0.13403913,0.16891462,0.034875482,215.0,499.0,0.034875482
KYAT3,0.25257888,0.28745258,0.034873694,410.0,680.0,0.034873694
INTS6-AS1,0.034851696,0.0,-0.034851696,52.0,0.0,0.034851696
PAFAH1B1,0.20728779,0.1724363,-0.03485149,349.0,470.0,0.03485149
PPP1R12A,0.36785945,0.40263137,0.03477192,658.0,1126.0,0.03477192
SHOC2,0.15283021,0.11808267,-0.03474754,230.0,288.0,0.03474754
USP48,0.2787776,0.31348383,0.034706235,490.0,956.0,0.034706235
CENPL,0.061326772,0.026659736,-0.034667037,101.0,55.0,0.034667037
RSF1,0.4898196,0.5244167,0.0345971,904.0,1521.0,0.0345971
CBL,0.03641946,0.0018652853,-0.034554172,52.0,7.0,0.034554172
ZMYM6,0.034547023,0.0,-0.034547023,56.0,0.0,0.034547023
ACYP1,0.24994384,0.28445992,0.03451608,432.0,755.0,0.03451608
F10,0.19001593,0.22452818,0.03451225,285.0,596.0,0.03451225
AKR1B1,0.1750189,0.20944715,0.03442824,304.0,465.0,0.03442824
